ID,Yoruba,English
ID_AYMKnuvf,"Àwọn ará lọ́kùnrin lóbìnrin ti ń ṣiṣẹ́ kára láti ran ara wọn lọ́wọ́ kí wọ́n lè palẹ̀ àwọn ohun tí iná jó mọ́, kí wọ́n sì gbé àwọn igi tó ti jóná àtàwọn ìdọ̀tí míì kúrò.","Local brothers and sisters have been busy helping one another to clean up the fire damage, removing burned trees and other debris."
ID_AYXcxNti,"Ní báyìí, Leon Balógun kò ní kópa látàri ìfarapa tí ó ní, bẹ́ẹ̀ sì ni Shehu Abdullahi, Kelechi Iheanacho, àti Odion Ighalo kò ní bẹ̀ẹ̀rẹ̀ ìfẹsẹ̀wọnsẹ̀ ọ̀hún.","With the exception of the injured Leon Balogun, Shehu Abdullahi and Kelechi Iheanacho, and top striker Odion Ighalo who was dropped for tactical reasons."
ID_AYdJIkqx,Ẹ̀ẹ̀kan lọ́sẹ̀ ni wọ́n fàyè gbà á láti fi omi tó ń lọ́ wọ́ọ́rọ́ wẹ̀ fún ìṣẹ́jú mẹ́ẹ̀ẹ́dógún.,He is only allowed to take a shower with hot water once a week for 15 minutes.
ID_AZPxlltn,Èyí ń mú kí àwọn ará wa máa kojú ìṣòro léraléra lórí ọ̀rọ̀ pé ẹ̀rí ọkàn ò jẹ́ kí wọ́n ṣiṣẹ́ ológun.,"As a result, our brothers regularly face the neutrality issue for their conscientious objection to military service."
ID_AZYVWCsN,"Gbogbo wọn ló sọ̀rọ̀ nípa ẹjọ́ àìtọ́ tí wọ́n dá fún Arákùnrin Christensen, wọ́n sì dáhùn ìbéèrè àwọn oníròyìn.",They made statements regarding the unjust verdict and responded to questions from the press.
ID_AZuMKetj,"Tó o bá fẹ́ àlàyé sí i, kàn sí àwọn ọlọ́pàá.” Ọmọ ọdún mẹ́tàlélógójì (43) ní nígbà tó kú.",For further details contact the police.” He was 43 years old.
ID_AaAvjnBg,Nítoríi ká lè simi la ṣe ń ṣe àì-simi.,It is so that one would be able to rest that one forgoes rest.
ID_AaSPOaou,"Àìnífẹ̀ẹ́ sí ọ̀ràn ìwé ìdánimọ̀ pélébé abẹ́rọ-ayárabíàṣá-ṣiṣẹ́, àti torí gbogbo ènìyàn ń ṣe bẹ́ẹ̀ kí èmi náà ó ṣe àfarawé, kò mú ìjà fún ẹ̀tọ́ níbi ti ìdánimọ̀ abẹ́rọ-ayárabíàṣá-ṣiṣẹ́ rọrùn.","The lack of public interest, and therefore, public pressure, makes advocacy in the digital ID space difficult."
ID_AaSlceMZ,"Lẹ́yìn tí Daphane Jane rí ọ̀nà tí Jèhófà gbà ràn án lọ́wọ́, ó wá pinnu pé òun á máa bá a lọ láti wàásù láìka ti àìsàn tó ń bá òun fínra àti òfin tí ìjọba ṣe torí àjàkálẹ̀ àrùn tó gbòde yìí.","Having seen how Jehovah has helped her, Daphane Jane is determined to keep on preaching despite her physical limitations and the challenges of the pandemic."
ID_AaXKPEnz,"Ní teere, ní tèèrè, Ṣàngó ṣe bẹ́ẹ̀ ó jó wọjà.","Erratically, with almost imperceptible forward movement, just so Ṣàngó danced until he was at the market."
ID_AaYCQqhS,"--- Oyema fakọ yọ nínú ìwe-ìtàn, Ezuruike, Ndidi gbà àmì-ẹ̀yẹ góòlù.","--- Powerlifter Oyema sets world record, Ezuruike, Ndidi win gold"
ID_Aagkrvkw,Ohun tí kò jẹ́ kí oko pọ̀ ni ò jẹ́ kó mọ́.,Whatever limits the size of a farm is the same thing that makes it overgrown with weeds.
ID_AamDBvsQ,"--- Ilé ìgbìmọ̀ asòfin yóò sàgbéyẹ̀wò ètò ààbò, òfin epo rọ̀bì àti ìdìbò.",--- Senate sets priorities ahead of resumption
ID_AaownNHL,Ohun tó jọ oun la fi ń wé ohun; èpo ẹ̀pà ló jọ ìtẹ́ ẹ̀lírí.,It is what resembles a thing that one compares it with; peanut shells are most like the nest of the rodent ẹ̀lírí.
ID_AbAPnDFo,Àjò kì í dùn kónílé má relé.,The journey is never so pleasant that the traveler does not return home.
ID_AbgOzqKX,"Lílóye nípa bí àwọn ọ̀kan-ò-jọ̀kan àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ṣe mí sínú àwọn ènìyàn kárí ayé, o ní láti mọ bíntín bí Creative Common ti ṣe ṣẹ̀.","To understand how a set of copyright licenses could inspire a global movement, you need to know a bit about the origin of Creative Commons."
ID_AbtXDIOf,Ètò náà ni wọ́n ní ìrètí pé yóò fòpin ṣí rira epo láti ilẹ̀ òkèèrè.,The strategy is expected to eliminate the importation of petroleum products importation in Nigeria.
ID_AbxsxzKC,"Mo dàgbà ní orílẹ̀-ède Cameroon, orílẹ̀-èdè tó kún fún ẹwà àti oríṣiríṣi ojúlówó àṣà, ṣùgbọ́n tó ń ṣàìsàn pẹ̀lú ìṣèjọba tí ò da, bíba àwùjọ jẹ́, àti òṣì.","I grew up in Cameroon, a country of enchanting beauty and rich biodiversity, but plagued by poor governance, environmental destruction, and poverty."
ID_AcbaKgFn,"Ní ìdá 67 iye òyì-iná ara, tí ó yẹ ó jẹ́ bíi ìdá 97.","At 67 percent oxygen saturation, the normal is about 97."
ID_AcfmqMlE,Má ṣe jáfara: àfara fírí ló pa Bíálà; ara yíyá ló pa Abídogun.,Never be sluggish; sluggishness killed Bíálà; but then over-eagerness killed Abídogun.
ID_AdONuXzQ,"""Ààrẹ àjọ NFF, Amaju Pinnick gbóríyìn bàǹtàbanta fún ilé-iṣẹ́ Cadbury Nigeria Plc fún ìbáṣepọ̀ àti àtìlẹyìn wọn tó gbòòrò ní ọ̀nà láti mú ìgbèrú bá ikọ̀ Super Eagles A dúpé fún TomTom lọ́pọ̀lọpọ̀ fún ọ̀kan-ò-jọ̀kan àtilẹyìn wọn.","The President of the Nigeria Football Federation, Mr. Amaju Pinnick lauded Cadbury Nigeria Plc and revealed that the NFF will would in tandem with TomTom and leverage on the partnership to bring glory to the national teams at every tournament. “We’re grateful to TomTom for being a backbone of all our national teams.”"
ID_AddPqIcH,Ò ń pè mí títítí,You kept calling and calling and calling
ID_AdqRXPKB,"Láti le kẹ́sẹ járí, ètò yìí nílò kí wọn ó dá àwọn olùkọ́ lẹ́kọ̀ọ́ ìlò àwọn ẹ̀rọ ìgbàlódé kí wọn ó bà lè ṣàmúlò àwọn ẹ̀rọ náà bí ó ti yẹ.","To achieve success, the program requires extensive ICT training for educators so they can effectively use and troubleshoot these gadgets."
ID_AduxDaoR,Àsìkò ti tó láti fún irúgbìn.,Now is the time to sow.
ID_AdwgSZon,"Àmọ́, a dúpẹ́ pé kò sẹ́ni tó fara pa.","Thankfully, no one was injured."
ID_AdxHJDuR,Mo dúpẹ́ púpọ̀ lọ́wọ́ yín àti lọ́wọ́ àwọn tó mú àwọn èèyàn káàkiri.” Ọ̀gá àgbà ilé ìtura tí àwọn àlejò bí ọgọ́rùn-ún mẹ́ta ó lé ogójì (340) dé sí sọ pé: “Gbogbo wọn máa ń kóra jọ láti yanjú ìṣòro.,A huge thanks to you and all of your wonderful guides.” A reservations manager commented about the 340 delegates who stayed at his hotel: “Everyone collaborates to solve problems.
ID_AeDXqOLV,Nǹkan náà rèé.,And here's the thing.
ID_AePkxemj,"Ọmọdé mọ sáárá, ṣùgbọ́n kò mọ àlọ̀yí.","A child knows snuff, but does not know how to grind and turn the tobacco."
ID_AeTNXoGP,"Ibi tí a ti na ọmọ ọba là ń bèrè, a kì í bèrè ibi tí ọmọ ọbá ti pọ́n lẹ́gbẹ̀ẹ́.",What one should ask is where the prince was attacked and flogged; one does not ask where the prince got the welts on his side.
ID_AeVbABKj,--- Ìfẹsẹ̀wọnsẹ̀ tí yóò máa wáyé nínú ìdíje bọ́ọ̀lù ilẹ̀-okèèrè lọ́kan-ò-jọ̀kan.,--- Different matches coming up in the Englih Premier League.
ID_AfKDEQNv,"Mo kẹ́kọ̀ọ́ jáde ní ilé-ẹ̀kọ́ mẹ́wàá Cleveland, Ohio, ọdún 1975","I graduated high school in Cleveland, Ohio, 1975."
ID_AflczwjF,"[Fún àpẹẹrẹ, wo, Ìsààmì sí Nàìjíríà: Ìdánimọ̀ tí MasterCard ṣe agbátẹrùu rẹ̀ dúró fún ike ìsanwógbawó àti àwòrán ojú bákan náà, láti ọwọ́ m Alex Court (2014, ọjọ́ 25 oṣù Ọ̀wẹwẹ̀), CNN.","[ See, for example, Branding Nigeria: MasterCard-backed I.D. is also a debit card and a passport, by Alex Court (2014, September 25), CNN."
ID_AgZCrjBz,Agbẹjọ́rò Arákùnrin Metsger máa pe ẹjọ́ kòtẹ́milọ́rùn nítorí ìdájọ́ yìí.,Brother Metsger’s lawyer will appeal the conviction.
ID_AgccnDVe,Ààrẹ ni àwọn ṣe èyí láti fi ẹ̀mí ìmoore hàn sí àwọn Ènìyàn yìí fún bí wọ́n ṣe fi ìbò gbé òwun wọlé 2015 àti 2019 ó sọ ọ̀rọ̀ ìfẹ̀mímoore hàn nígbà tó ńṣe ìbúra fún àwọn ikọ̀ yìí .,"While inaugurating the board at the council chamber in Abuja, President Buhari said that the establishment of the commission was in appreciation of the massive electoral support he received from the zone in the 2015 and 2019 general elections."
ID_AgeXouTJ,"Ìgbà àkọ́kọ́ tí irú ìjì líle yìí máa jà lọ́dún 2020 nìyẹn, Ìwọ̀ Oòrùn Òkun Pàsífíìkì ló sì ti jà, ìjì náà ṣọṣẹ́ gan-an ní erékùṣù Samar.","The Category 3 typhoon, the first tropical storm of 2020 in the Western Pacific Ocean, battered Samar with winds of up to 185 kilometers per hour (115 mph)."
ID_AgeeooBz,Ìbẹ̀wò oníkálukú sí ẹyọ àkóónú kọ̀ọ̀kan,Individual visits to each resource
ID_AgvamsWD,Eré-ìdárayá alájùmọ̀ṣe ni ibi-ìkọ̀kọ̀,Privacy Is A Team Sport
ID_AhnqntOe,"Àmọ́, mìmì kan ò mi ọ́fíìsì àwọn atúmọ̀ èdè Gujarati tó wà ní ìlú Vadodara.","The Gujarati remote translation office, which is located in Vadodara, was not damaged."
ID_AiAKNajf,"Bí ológbòó bá ṣẹ̀ ń pa ẹmọ́, à mọ̀ pé ó máa lọ.","When a cat begins to kill guinea pigs, one knows it is ready to go."
ID_AiCeWAwE,"Iná Ńlá Tí Wọ́n Pè ní Carr Ṣọṣẹ́ Nítòsí Redding, Ìpínlẹ̀ California","Carr Wildfire Blazes Near Redding, California"
ID_AiDzqffJ,"Àgékù ejò, tí ń ṣoró bí agbọ́n.","Partially severed snake, that stings like a wasp."
ID_AiiFCWkG,4.Jùmọ̀ pẹ̀lú àwọn elòmíràn,4.Communicating with Others
ID_AiuLmsrK,"Lọ́wọ́lọ́wọ́ báyìí àwọn ará wa lọ́kùnrin àti lóbìnrin mẹ́ẹ̀ẹ́dọ́gbọ̀n (25) ló wà lẹ́wọ̀n, àwọn méjìdínlógún (18) wà nílé, wọ́n ní wọn ò gbọ́dọ̀ jáde nílé, àwọn míì tó sì lé ní ogójì (40) ni wọn ò jẹ́ kó lómìnira lọ́nà kan tàbí òmíì.","As of this posting, 25 brothers and sisters are in prison, 18 are under house arrest, and more than 40 are under a variety of other restrictions."
ID_AizAyLfj,"Èmi-ò-níí-ṣu-imí-le-imí, olúwarẹ̀ ó rìn jìnnà ààtàn.",I-will-not-defecate-on-existing-excrement will walk a good distance into the bush.
ID_AjOUqwUN,"""Ní Thursday, August 30, 2018, Ilé Ẹjọ́ Gíga Jù Lọ Nílẹ̀ South Korea ṣe àpérò kan lórí ẹjọ́ àwọn Ẹlẹ́rìí Jèhófà mẹ́ta kan tí ẹ̀rí ọkàn wọn ò jẹ́ kí wọ́n ṣiṣẹ́ ológun, àwọn adájọ́ mẹ́tàlá ló sì gbọ́ ẹjọ́ náà.","""On Thursday, August 30, 2018, South Korea’s Supreme Court held a full-bench public hearing on the cases of three Jehovah’s Witnesses who are conscientious objectors to military service."
ID_AjglGXgq,"TA: Bẹ́ẹ̀ ni, ara mi ò yá, mo sì ń gbàtọ́jú kó tó di pé wọ́n rán mi lọ sẹ́wọ̀n.","TA: Yes, I was sick and undergoing treatments before being imprisoned."
ID_AjmloRux,tí ń gbèrò láti ṣe ìgbélárugẹ jíjẹ oúnjẹ aṣaralóore nípasẹ̀ sísè.,that seek to promote healthy eating through cooking.
ID_AjoAScMI,Ara àwọn tí wọ́n ṣèrànlọ́wọ́ fún ni ìdílé Hernández àti Santiago.,Among the Witnesses who received assistance were the Hernández and Santiago families.
ID_AjvOJqdA,"(Ìgbésẹ̀ yìí fi èdè-ìperí àṣẹ-ẹ̀dà orílẹ̀-èdè U.S. sí ìbámu kan náà pẹ̀lú àwọn orílẹ̀-èdè mìíràn, bí-ó-ti-lè-jẹ́-pé di òní olónìí, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ó fi àṣẹ náà sílẹ̀ sí ọdún 50 lẹ́yìn tí oníṣẹ́-ọpọlọ náà bá papòdà.)","(This move put the U.S. copyright term in line with some other countries, though many more countries remain at 50 years after the creator’s death to this day.)"
ID_AkIUSDuX,"Ẹ jẹ́ ká máa rántí gbogbo àwọn ará wa ní Rọ́síà nínú àdúrà wa, ká sì máa dárúkọ wọn ní pàtó.","May we keep all of our brothers and sisters in Russia in our prayers, at times specifically mentioning them by name."
ID_AkIZnQAj,"October 9, ní Kirov, Àgbègbè Kirov​—Ó kéré tán, ilé mọ́kàndínlógún (19) ni wọ́n ya wọ̀.","October 9, Kirov, Kirov Region—At least 19 homes were raided."
ID_AkTqTVLp,Nǹkan bí ọgọ́rùn-ún (100) èèyàn tí wọ́n jẹ́ Ẹlẹ́rìí láti agbègbè yẹn ló yọ̀ǹda ara wọn kí wọ́n lè ṣèrànwọ́ fáwọn ará tí àkúnya omi náà ba ilé wọn jẹ́.,Some 100 Witnesses from the region volunteered to assist the brothers affected by the flooding.
ID_AlKuFWnj,tó jẹ́ ìpìlẹ̀ fún ìṣișẹ́ geere ẹ̀yà ara wa.,which are the basis for the functioning of our organism.
ID_AlWLCKNn,"Ọjọ́ méjì ló gbàwá láti ṣe àto àyè náà, ṣùgbọ́n hey, ẹ mọ̀, a ṣiṣẹ́ lórí rẹ̀.","It took us two days just to organize the place, but hey, you know, we worked on it."
ID_AljsRmMJ,"Àdúrà wa ni pé kí àwọn ará wa tó wà lẹ́wọ̀n ní Rọ́ṣíà gbẹ́kẹ̀ lé Jèhófà, kí wọ́n sì máa rántí pé bó ṣe ń ràn wọ́n lọ́wọ́, ‘mìmì kan ò ní mì wọ́n.’​—Sáàmù 16:8.""","We continue to pray that our imprisoned brothers in Russia trust in Jehovah, remembering that with his support they “will never be shaken.”—Psalm 16:8."""
ID_AloIQgpP,"Àwọn ikọ̀ agbábọ́ọ̀lù mìíràn ọ̀hún ni: Kada Football Club, Malumfashi FC, Bimo FC, Real Stars FC, Stores FC àti Rovers FC.","“The new clubs include Kada Football Club, Malumfashi FC, Bimo FC, Real Stars FC, Stores FC and Rovers FC."
ID_AlyLpwKO,"Ọ̀bàyéjẹ́, tí ń ru gángan wọ̀lú.","Purveyor of general disaster, who carries a gángan drum into town."
ID_AmANJaNh,“ Kí ló dé tí mo yàn láti “tà” nígbà tí mò ń wo wàhálà bó ṣe ń ṣẹlẹ̀ níwájú mi?,""" So why did I choose to ""sell out"" while watching tragedies unfold right in front of me?"
ID_AmJmkaAT,Afẹ́fẹ́ ń da ológìì láàmú; oníyẹ̀fun rọra.,"The wind is making life difficult for the seller of liquid corn starch; corn flour seller, you had better watch out!"
ID_AmKyBwnM,"Bàbá, ìyá àti àbúrò mẹ́ta ni Dominic fi sílẹ̀.",Dominic is survived by his parents and three younger siblings.
ID_AmSolVid,Di àsìkò yìí a ti ní àwọn fásitì àti àwọn ilé-iṣẹ́-tí-kìí-ṣe-ti-ìjọba mẹ́fà gẹ́gẹ́ bí alájọṣe.,So far we have half a dozen universities and NGOs as partners.
ID_AmVHKChc,"A pàpà jẹ́ kó ṣiṣẹ́, ododo ni, ṣùgbọ́n ìkan nínú àwọn wọ̀nyí ni.","We eventually got it working, is the truth, but it was one of these."
ID_AmnegXan,Ọ̀dọ̀ àwọn Ẹlẹ́rìí míì tí iná náà ò dé làwọn ará wa yìí ń gbé báyìí.,Our displaced brothers and sisters are currently staying with other Witnesses whose homes were unaffected.
ID_AmqioMbe,"Òtítọ́ pé a káràmásìki nípa ẹ̀tọ́ ẹranko, ìyẹ́n túmọ̀ sí wí pé bí ọkàn wa ṣe rewà sí nìyẹn, pé a káràmásìkí nípa enìkan tí ò le fi ẹnu arawọn sọ̀rọ̀.","The fact that we care about animals' rights, that means that's how beautiful our heart is, that we care about someone who cannot speak for themselves."
ID_AmtnrYZm,"Mẹ́rin làwọn atúmọ̀ èdè náà, ọkùnrin méjì àti obìnrin méjì, odi sì ni ọ̀kan lára àwọn arákùnrin náà.","The team consists of two brothers, one of whom is deaf, and two sisters."
ID_AnUJaapp,Mi ò mọ̀ ọ́n lára pé wọ́n pa mí tì fún ìṣẹ́jú kan.,I did not feel abandoned for one minute.
ID_AnVIOxJJ,"Ní ọjọ́ karùn ún, osù kejìlá ọdún yìí, ní ilé ìgbìmọ̀ asòfin parí ìjíròrò wọn lórí ètò àbádòfin ìsúná láti sọọ́ di òfin, ní èyí tí wọn sì fẹnukò pé kí ìjọba àpapọ̀ kò gbọdọ̀ ná ju tírílíọ̀nù mẹ́wàá ló.","The National Assembly had, on December 5, passed the 2020 Appropriation Bill into law, authorizing the federal government to spend over N10.594 trillion for next year."
ID_AndwqcZH,"Torí náà, kò tọ̀nà láti sọ pé olúkúlùkù Ẹlẹ́rìí Jèhófà tó wà ní agbègbè pàtó kan gbọ́dọ̀ jẹ́ ara àjọ tó ń bójú tó iṣẹ́ wọn lábẹ́ òfin.","Therefore, it is not accurate to say that every one of Jehovah’s Witnesses in a certain area is automatically a member of a legal entity."
ID_AneoLQJN,"“ Mo fẹ́ kí wọ́n rò ó wí pé, “Ó dáa ìrètí díẹ̀ wa.",""" I want them to think, ""Well there's some hope."
ID_AnmSfsVx,Òjòwú ò já gèlè; kooro ló lè já.,The jealous woman does not snatch her head gear off; all she can do is threaten a fight.
ID_AnutZLwN,"Ilé ìgbìmọ̀ asòfin lórilẹ̀ èdè Nàíjíríà ti se ìpinnu fún ọdún 2020, láti mójútó ètò ààbò, òfin fún epo rọ̀bì àti àtúnse òfin lórí ètò ìdìbò, ní kété tí wọ́n bá ti wọlé lọ́jọ́ Ìsẹ́gun.","The Nigerian Senate has set as top most on its agenda in 2020, the issues of security, Petroleum Industry Bill, PIB and electoral reforms as the Lawmakers reconvene in plenary this Tuesday after a month Christmas recess."
ID_Anuzxlvt,Gomina sọ̀rọ̀ yìí lásìkò tó n gba àwọn Ẹlẹ́sìn Musulumi Òdodo lálejò nínu Ọgbà ìjọba Aláùsá ní Ìkẹjà láti sàmì Eid-el-fitri tó sí ṣe ìlérí pé ojú kan máa tó jáde ti àwọn ara ìlú yóò malò láti lè mafi tó ìjọba létí lórí àwọn ojúnà tó nílò àtúnṣe kí wọn le tètè tunṣe. Ò tún rọ̀ wọn láti bẹ Ọlọ́run fún àlááfíà.,"Governor Sanwo-Olu who said tis when he hosted Muslim faithful in Lagos House, Alausa, Ikeja to mark 2019 Eid-el-fitri informed the gathering that his government would soon release emergency hotlines to the public to call the Lagos State Public Works for immediate fixing of pot-holes and roads need urgent repairs."
ID_AoCRpHHZ,"Sanwo-Olu sàpèjúwe olóògbé Mobólájí Johnson gẹ́gẹ́ bí onírẹ̀lẹ̀ òṣìṣẹ́ ológun, tí ó sì tún ní ìfẹ́ ìlú Èkó lọ́kàn.","Sanwo-Olu described the late General Johnson as a complete gentleman and officer, a dedicated ‘Lagosians’."
ID_AoOLVspG,"Àwọn tó wá síbi àpéjọ náà rí lára àwọn àṣà tó ṣàrà ọ̀tọ̀ táwọn èèyàn ilẹ̀ Ukraine ní, irú bí ijó àti orin wọn àtàwọn oúnjẹ ìbílẹ̀ wọn.","Delegates experienced some of the unique aspects of Ukrainian culture that included dance and musical performances, and a taste of traditional food."
ID_AoSkEvZZ,"Déètì: August 9 sí 11, 2019","Dates: August 9-11, 2019"
ID_ApgeYEQG,"Anderson Bankole, ò̩kan lára àwọn ọmọò̩gbìmò̩ ìṣàkóso NTTF, sísò̩rò̩ nílùú Èkó so̩ pájo̩ ò̩hún so̩ ò̩kan lára àwo̩n ògbóǹtirigi wo̩n nù.","Anderson Bankole, a board member of NTTF, speaking in Lagos noted that the federation had lost one of its key players."
